"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"1668","Box Hill","19 Kent Rd",3,"h",928000,"S","Lindellas","18/06/2016",13.1,3128,3,1,1,307,106,1890,"Whitehorse",-37.8247,145.1206
"1669","Box Hill","2/20 Simpsons Rd",2,"u",761000,"S","Marshall","18/06/2016",13.1,3128,2,2,1,176,146.861538586252,2000,"Whitehorse",-37.8171,145.1343
"1670","Box Hill","3/8 Ashted Rd",2,"u",636000,"S","Philip","19/11/2016",13.1,3128,2,1,1,151,82,1970,"Whitehorse",-37.8234,145.1235
"1671","Box Hill","6 Bass St",4,"h",1625000,"S","Noel","19/11/2016",13.1,3128,4,2,2,620,146.861538586252,1912,"Whitehorse",-37.8279,145.121
"1672","Box Hill","10 Cunningham St",4,"h",1430000,"S","Noel","19/11/2016",13.1,3128,4,2,0,585,146.861538586252,1970,"Whitehorse",-37.8273,145.1289
"1673","Box Hill","1 Maple St",3,"h",836000,"S","Jellis","19/11/2016",13.1,3128,3,1,2,228,146.861538586252,2005,"Whitehorse",-37.8261,145.1281
"1675","Box Hill","5 Patricia St",3,"h",1170000,"S","Ray","23/04/2016",13.1,3128,3,1,1,755,95,1920,"Whitehorse",-37.8264,145.1248
"1676","Box Hill","14 Collins St",4,"h",1670000,"S","Marshall","25/02/2017",13.1,3128,4,2,2,590,231,1924,"Whitehorse",-37.8274,145.1242
"1677","Box Hill","14 Standard Av",4,"h",1750000,"S","Ray","25/02/2017",13.1,3128,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1678","Box Hill","1/10 Kangerong Rd",2,"u",737000,"S","hockingstuart","26/07/2016",13.1,3128,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1680","Box Hill","1/18 Standard Av",4,"t",1076960.67115367,"SN","Woodards","27/06/2016",13.1,3128,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1681","Box Hill","9 Combarton St",4,"h",1076960.67115367,"PI","Noel","27/11/2016",13.1,3128,4,2,2,621,185,1920,"Whitehorse",-37.8257,145.1238
"1682","Box Hill","15 Simpsons Rd",4,"h",1125000,"S","Ray","27/11/2016",13.1,3128,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.8173,145.1337
"1683","Box Hill","47 Albion Rd",3,"h",1351000,"S","Jellis","28/05/2016",13.1,3128,3,1,2,662,146.861538586252,1970,"Whitehorse",-37.8246,145.1269
"1684","Box Hill","837 Canterbury Rd",3,"h",857000,"S","Fletchers","28/05/2016",13.1,3128,4,1,1,492,119,1930,"Whitehorse",-37.8283,145.1195
"1685","Box Hill","2/38 Margaret St",3,"t",822500,"S","Noel","28/05/2016",13.1,3128,3,2,1,238,130,2000,"Whitehorse",-37.8154,145.1355
"1686","Box Hill","2/30 Barkly St",2,"u",560000,"S","Stockdale","28/08/2016",13.1,3128,2,1,1,153,146.861538586252,1970,"Whitehorse",-37.8269,145.1305
"1690","Braybrook","44 Carlton St",4,"h",1076960.67115367,"W","Sweeney","3/09/2016",10.8,3019,4,1,1,821,94,1950,"Maribyrnong",-37.7803,144.8478
"1691","Braybrook","132 Duke St",3,"h",870000,"S","Barry","3/09/2016",10.8,3019,3,2,4,700,146.861538586252,1970,"Maribyrnong",-37.7824,144.8469
"1692","Braybrook","25 Lily St",2,"h",645000,"S","Barry","3/09/2016",10.8,3019,2,1,1,566,75,1950,"Maribyrnong",-37.7839,144.8524
"1693","Braybrook","1/3 Vine St",3,"t",502000,"SP","Sweeney","4/03/2017",10.8,3019,3,1,1,220,106,2011,"Maribyrnong",-37.785,144.8561
"1694","Braybrook","2/10 Skewes St",3,"u",495000,"S","Bells","4/06/2016",10.8,3019,3,2,1,327,124,2006,"Maribyrnong",-37.7851,144.8517
"1695","Braybrook","40 Carlton St",3,"h",660000,"S","Sweeney","7/11/2016",10.8,3019,3,1,0,580,146.861538586252,1970,"Maribyrnong",-37.7804,144.8481
"1696","Braybrook","144 Duke St",2,"h",868000,"S","Bells","7/11/2016",10.8,3019,2,1,4,749,77,1950,"Maribyrnong",-37.7814,144.847
"1697","Braybrook","80 South Rd",4,"h",645000,"SP","Biggin","7/11/2016",10.8,3019,4,2,1,283,154,1990,"Maribyrnong",-37.7908,144.8485
"1698","Braybrook","3 Cross St",3,"h",652000,"S","Barry","8/10/2016",10.8,3019,3,2,1,216,145,2010,"Maribyrnong",-37.7865,144.8605
"1699","Braybrook","37 Hargreaves Cr",4,"h",1076960.67115367,"PI","Burnham","8/10/2016",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1700","Braybrook","2 Riley Ct",4,"h",850000,"SA","Sweeney","8/10/2016",10.8,3019,4,2,2,606,240,2002,"Maribyrnong",-37.788,144.862
"1701","Braybrook","81 Churchill Av",3,"h",740000,"S","Sweeney","10/09/2016",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1702","Braybrook","18 Hancock Cr",3,"h",570000,"SP","Prof.","10/09/2016",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1703","Braybrook","3/87 Hargreaves Cr",2,"t",1076960.67115367,"SP","Nguyen","10/12/2016",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1704","Braybrook","19 Hughes St",3,"h",570500,"S","Trimson","10/12/2016",10.8,3019,3,1,1,471,146.861538586252,1960,"Maribyrnong",-37.7924,144.8523
"1705","Braybrook","21 Hughes St",3,"h",575000,"S","Trimson","10/12/2016",10.8,3019,3,1,3,559,98,1955,"Maribyrnong",-37.7923,144.852
"1706","Braybrook","19 Kannan Bvd",4,"h",882000,"S","Village","10/12/2016",10.8,3019,4,2,2,393,216,2008,"Maribyrnong",-37.7763,144.8543
"1707","Braybrook","20 Balmoral St",3,"h",730000,"S","Barry","11/03/2017",10.8,3019,3,2,2,544,135,1970,"Maribyrnong",-37.7815,144.855
"1708","Braybrook","1 Menzies St",2,"h",670000,"S","Douglas","13/08/2016",10.8,3019,2,1,2,551,146.861538586252,1970,"Maribyrnong",-37.7825,144.8545
"1709","Braybrook","2/24 Hancock Cr",2,"t",445000,"PI","Batty","14/05/2016",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1710","Braybrook","11 Howell Pl",3,"h",585000,"S","Barry","14/05/2016",10.8,3019,3,2,2,631,146.861538586252,1970,"Maribyrnong",-37.7934,144.8467
"1711","Braybrook","40 Lawn Cr",3,"t",1076960.67115367,"SN","GL","16/04/2016",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1712","Braybrook","160 Duke St",2,"h",826000,"S","Sweeney","16/07/2016",10.8,3019,2,1,2,667,146.861538586252,1950,"Maribyrnong",-37.7799,144.8473
"1713","Braybrook","32 Hargreaves Cr",4,"h",720000,"S","Bells","16/07/2016",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1714","Braybrook","12 Myalla St",3,"h",1076960.67115367,"SN","Bells","16/07/2016",10.8,3019,2,1,2,629,79,1950,"Maribyrnong",-37.7879,144.8471
"1715","Braybrook","4 Orange St",3,"h",1076960.67115367,"SP","GL","16/07/2016",10.8,3019,3,1,1,621,108,1950,"Maribyrnong",-37.7834,144.8526
"1716","Braybrook","2/8 Burnett Av",3,"h",6e+05,"S","Jas","17/09/2016",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1717","Braybrook","80 South Rd",4,"h",610000,"VB","Biggin","17/09/2016",10.8,3019,4,2,1,283,154,1990,"Maribyrnong",-37.7908,144.8485
"1718","Braybrook","2/8 Turner Cr",3,"h",610000,"VB","GL","18/03/2017",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1719","Braybrook","13 Wilson St",3,"h",696000,"S","YPA","18/03/2017",10.8,3019,3,1,0,557,90,1960,"Maribyrnong",-37.7899,144.8515
"1720","Braybrook","1 Arthur St",2,"h",660000,"S","Barry","19/11/2016",10.8,3019,2,1,1,599,146.861538586252,1960,"Maribyrnong",-37.7908,144.8522
"1721","Braybrook","2B Bradford Ct",3,"t",579000,"S","Sweeney","19/11/2016",10.8,3019,3,2,1,198,144,2013,"Maribyrnong",-37.7827,144.8625
"1722","Braybrook","33 Joy St",4,"h",856500,"S","Sweeney","19/11/2016",10.8,3019,4,2,2,599,146.861538586252,2008,"Maribyrnong",-37.7896,144.8559
"1723","Braybrook","1/20 Castley Cr",2,"t",380000,"PI","Burnham","22/05/2016",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1724","Braybrook","6 Dedrick Gr",3,"h",510000,"SP","Sweeney","22/08/2016",10.8,3019,3,1,2,587,146.861538586252,1970,"Maribyrnong",-37.7843,144.8472
"1725","Braybrook","6/27 Marnoo St",4,"t",1076960.67115367,"PI","Barry","24/09/2016",10.8,3019,4,2,2,236,176,2002,"Maribyrnong",-37.7886,144.8462
"1726","Braybrook","62 Lawn Cr",3,"t",536000,"S","Barry","25/02/2017",10.8,3019,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1727","Braybrook","1 Moama St",3,"h",765000,"S","GL","25/02/2017",10.8,3019,3,1,1,658,105,1960,"Maribyrnong",-37.7905,144.8485
"1728","Braybrook","11/1 Windsor St",2,"t",475000,"S","Barry","25/02/2017",10.8,3019,2,1,1,115,104,1980,"Maribyrnong",-37.7948,144.854
"1729","Braybrook","25 Errol St",4,"h",550000,"S","Barry","26/07/2016",10.8,3019,4,2,1,288,160,2000,"Maribyrnong",-37.7775,144.855
"1731","Braybrook","11/27 Marnoo St",3,"h",495000,"S","Burnham","27/06/2016",10.8,3019,3,1,1,158,138,2005,"Maribyrnong",-37.7889,144.8465
"1732","Braybrook","29 Hampden St",3,"h",680000,"S","Barry","27/11/2016",10.8,3019,3,1,1,565,146.861538586252,1970,"Maribyrnong",-37.7885,144.859
"1733","Braybrook","14 Rose St",3,"h",565000,"S","Nelson","27/11/2016",10.8,3019,3,2,1,566,78,1970,"Maribyrnong",-37.7844,144.8523
"1734","Braybrook","14 Kenross Ct",3,"h",697500,"S","Sweeney","28/08/2016",10.8,3019,3,2,1,531,146.861538586252,1970,"Maribyrnong",-37.7929,144.8462
"1735","Brighton","802 Hampton St",3,"h",1550000,"VB","Buxton","3/09/2016",11.2,3186,3,2,2,663,146.861538586252,1940,"Bayside",-37.9159,145.0068
"1736","Brighton","476 New St",4,"h",1076960.67115367,"S","Marshall","3/09/2016",11.2,3186,3,3,2,683,254,1915,"Bayside",-37.8931,144.9955
"1737","Brighton","18 Rooding St",3,"h",1635000,"S","Buxton","3/09/2016",11.2,3186,3,1,2,366,156,1920,"Bayside",-37.9038,145.0001
"1738","Brighton","8 Ballara Ct",3,"h",1076960.67115367,"S","Buxton","3/12/2016",11.2,3186,3,2,4,688,146.861538586252,1970,"Bayside",-37.903,144.99
"1739","Brighton","148 Cochrane St",3,"h",1076960.67115367,"SP","Marshall","3/12/2016",11.2,3186,3,1,1,318,136,1910,"Bayside",-37.8931,145.0004
"1740","Brighton","152A Cochrane St",4,"h",1830000,"S","Hodges","3/12/2016",11.2,3186,4,2,2,436,146.861538586252,1970,"Bayside",-37.8927,145.0005
"1741","Brighton","2A Grant St",3,"t",1300000,"PI","Nick","3/12/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1746","Brighton","8 Sargon Gr",4,"h",1076960.67115367,"PN","Biggin","3/12/2016",11.2,3186,4,2,2,525,146,1915,"Bayside",-37.8939,145.0029
"1749","Brighton","50 Well St",3,"h",1975000,"S","Buxton","3/12/2016",11.2,3186,3,1,2,432,122,1930,"Bayside",-37.9172,144.996
"1752","Brighton","1/137 Cole St",2,"u",1300000,"S","hockingstuart","4/03/2017",11.2,3186,2,2,1,244,146.861538586252,2000,"Bayside",-37.8954,145.0026
"1753","Brighton","4/78 Dendy St",3,"h",1390000,"S","Tiernan's","4/03/2017",11.2,3186,3,1,2,340,137,1975,"Bayside",-37.9205,145.0007
"1755","Brighton","1/632 Hampton St",2,"t",1076960.67115367,"SP","J","4/03/2017",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1757","Brighton","1/112 Roslyn St",2,"u",1300000,"S","Nick","4/03/2017",11.2,3186,2,2,2,329,132,1940,"Bayside",-37.9172,145.004
"1758","Brighton","1/119 Roslyn St",3,"t",1725000,"PI","Buxton","4/03/2017",11.2,3186,3,2,2,411,225,1997,"Bayside",-37.918,145.0035
"1759","Brighton","6 Webb St",3,"h",1076960.67115367,"S","Marshall","4/03/2017",11.2,3186,3,2,2,925,146.861538586252,1970,"Bayside",-37.9119,144.9874
"1762","Brighton","4/14 Asling St",2,"t",1076960.67115367,"S","Hodges","4/06/2016",11.2,3186,2,1,2,180,146.861538586252,1970,"Bayside",-37.9042,145.0025
"1763","Brighton","30 Barkly St",3,"h",2100000,"S","Buxton","4/06/2016",11.2,3186,3,2,2,463,209,1970,"Bayside",-37.9082,144.9968
"1765","Brighton","6/4 Seaview Av",3,"h",1076960.67115367,"SP","Nick","4/06/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1766","Brighton","3/18 Waterloo St",3,"t",1076960.67115367,"SP","Buxton","4/06/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1767","Brighton","6/21 Were St",2,"u",760000,"S","RT","4/06/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1769","Brighton","1/97 Wilson St",3,"t",1750000,"S","Buxton","4/06/2016",11.2,3186,3,2,2,352,146.861538586252,1970,"Bayside",-37.9139,145.0035
"1770","Brighton","124 Cole St",4,"h",1761000,"S","Kay","6/08/2016",11.2,3186,4,2,3,615,135,1920,"Bayside",-37.8956,145.0026
"1772","Brighton","1 Laburnum Ct",4,"h",1076960.67115367,"SN","Buxton","6/08/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1777","Brighton","3/20 Burrows St",2,"u",1076960.67115367,"S","hockingstuart","7/05/2016",11.2,3186,2,1,2,176,146.861538586252,1970,"Bayside",-37.9185,144.9948
"1779","Brighton","4/149 Church St",2,"u",892500,"S","Nick","7/05/2016",11.2,3186,2,1,2,232,92,1970,"Bayside",-37.9157,144.9973
"1780","Brighton","120 Cole St",4,"h",2145000,"S","Buxton","7/05/2016",11.2,3186,3,2,1,550,197,1910,"Bayside",-37.8954,145.0017
"1784","Brighton","123 South Rd",4,"h",1076960.67115367,"PN","Kay","7/05/2016",11.2,3186,4,2,2,702,146.861538586252,1923,"Bayside",-37.9285,145.0019
"1785","Brighton","2 View Ct",2,"h",1910000,"S","Hodges","7/05/2016",11.2,3186,2,2,4,696,146.861538586252,1970,"Bayside",-37.9249,144.9903
"1788","Brighton","72 William St",3,"h",1865000,"VB","hockingstuart","7/05/2016",11.2,3186,3,2,2,295,146.861538586252,1970,"Bayside",-37.9119,145.0037
"1790","Brighton","30a Rooding St",2,"u",985000,"PI","Marshall","7/11/2016",11.2,3186,2,1,1,611,146.861538586252,1970,"Bayside",-37.9039,145.0009
"1791","Brighton","3 Snooks Ct",4,"h",1076960.67115367,"SP","Nick","7/11/2016",11.2,3186,4,3,2,600,283,2015,"Bayside",-37.9044,144.9963
"1792","Brighton","2/422 St Kilda St",3,"t",1475000,"PI","Buxton","7/11/2016",11.2,3186,3,2,2,345,163,2000,"Bayside",-37.8943,144.9907
"1793","Brighton","5 Davie La",2,"h",502000,"S","Hodges","8/10/2016",11.2,3186,2,2,0,116,146.861538586252,1970,"Bayside",-37.9252,145.0004
"1794","Brighton","26 Dawson Av",3,"h",1076960.67115367,"S","Buxton","8/10/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1795","Brighton","70 Dendy St",4,"h",1076960.67115367,"SP","Nick","8/10/2016",11.2,3186,4,1,2,612,146.861538586252,1970,"Bayside",-37.9203,144.9996
"1797","Brighton","21 Grandview Rd",2,"h",1076960.67115367,"SP","Marshall","8/10/2016",11.2,3186,2,1,1,742,135,1918,"Bayside",-37.9021,145.0048
"1799","Brighton","17a Bridge St",3,"t",1076960.67115367,"SP","Buxton","10/09/2016",11.2,3186,3,2,2,326,200,2006,"Bayside",-37.8921,145.0019
"1803","Brighton","25 Male St",4,"h",1076960.67115367,"SN","Nick","10/09/2016",11.2,3186,4,2,2,570,146.861538586252,1970,"Bayside",-37.9149,144.9979
"1805","Brighton","16 Well St",3,"h",1076960.67115367,"SP","Marshall","10/09/2016",11.2,3186,3,2,2,332,146.861538586252,1970,"Bayside",-37.9146,144.9931
"1807","Brighton","2 Campbell St",3,"h",2050000,"PI","hockingstuart","10/12/2016",11.2,3186,3,3,2,398,262,2012,"Bayside",-37.899,144.9901
"1809","Brighton","640B Hampton St",2,"t",960000,"S","Hodges","10/12/2016",11.2,3186,2,1,2,363,146.861538586252,1970,"Bayside",-37.9275,145.0046
"1810","Brighton","5/778 Hampton St",2,"h",752000,"S","hockingstuart","10/12/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1811","Brighton","1/858 Hampton St",2,"u",833000,"S","Buxton","10/12/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1812","Brighton","68 Head St",3,"h",1076960.67115367,"SN","Kay","10/12/2016",11.2,3186,3,1,2,714,210,1920,"Bayside",-37.8923,144.9943
"1815","Brighton","2a Roslyn St",1,"h",1775000,"S","Nick","10/12/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1816","Brighton","3/24 South Rd",3,"u",1602000,"S","RT","10/12/2016",11.2,3186,3,2,2,328,146.861538586252,1970,"Bayside",-37.9288,144.9954
"1817","Brighton","25 Were St",3,"h",1076960.67115367,"PI","Marshall","10/12/2016",11.2,3186,3,2,2,620,146.861538586252,1970,"Bayside",-37.9243,144.9904
"1819","Brighton","5 Avonbury Ct",4,"h",1076960.67115367,"SP","Buxton","12/11/2016",11.2,3186,4,2,2,664,220,1960,"Bayside",-37.9029,144.9895
"1822","Brighton","5 Bridge St",3,"h",1650000,"S","Hodges","12/11/2016",11.2,3186,3,2,1,354,143,1910,"Bayside",-37.8916,145.0017
"1823","Brighton","11a Elm Gr",2,"h",1102000,"S","hockingstuart","12/11/2016",11.2,3186,2,1,2,318,146.861538586252,1970,"Bayside",-37.9011,145.0011
"1825","Brighton","833 Hampton St",4,"h",1076960.67115367,"S","Buxton","12/11/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1826","Brighton","28 Loller St",2,"h",1570000,"S","Buxton","12/11/2016",11.2,3186,2,1,0,352,111,1920,"Bayside",-37.9154,145.001
"1829","Brighton","1/17 Oakwood Av",3,"u",1500000,"S","hockingstuart","12/11/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1832","Brighton","40 Whyte St",3,"h",1785000,"SP","Buxton","12/11/2016",11.2,3186,3,2,1,404,118,1953,"Bayside",-37.9228,144.9996
"1833","Brighton","44 William St",2,"h",1550000,"VB","Buxton","12/11/2016",11.2,3186,2,2,2,404,146.861538586252,1970,"Bayside",-37.9104,145.002
"1834","Brighton","3/22 Burrows St",3,"t",1076960.67115367,"SP","Buxton","13/08/2016",11.2,3186,3,1,2,462,146.861538586252,1970,"Bayside",-37.9184,144.9952
"1835","Brighton","7 Chavasse St",3,"h",1875000,"S","Hodges","13/08/2016",11.2,3186,3,2,2,275,170,1991,"Bayside",-37.9153,144.9924
"1836","Brighton","737 Hampton St",3,"h",1076960.67115367,"SP","J","13/08/2016",11.2,3186,3,3,4,509,301,2012,"Bayside",-37.9215,145.0053
"1838","Brighton","4/23 South Rd",3,"u",1266000,"S","Hodges","13/08/2016",11.2,3186,3,1,2,277,116,1950,"Bayside",-37.9268,144.991
"1839","Brighton","1/105 Cochrane St",3,"u",826000,"S","Biggin","14/05/2016",11.2,3186,3,1,2,119,146.861538586252,1970,"Bayside",-37.8958,144.9994
"1841","Brighton","1/191 New St",2,"u",9e+05,"S","Nick","14/05/2016",11.2,3186,2,2,1,118,146.861538586252,1970,"Bayside",-37.914,144.9914
"1842","Brighton","9 Railway Av",1,"u",1076960.67115367,"S","hockingstuart","14/05/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1843","Brighton","55 Whyte St",3,"t",1962000,"S","Marshall","14/05/2016",11.2,3186,3,2,2,323,146.861538586252,1995,"Bayside",-37.9208,144.9996
"1845","Brighton","65 Male St",3,"h",1205000,"SP","Buxton","15/10/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1847","Brighton","157 New St",4,"h",1076960.67115367,"SP","Buxton","15/10/2016",11.2,3186,4,2,2,667,219,1925,"Bayside",-37.9168,144.9922
"1850","Brighton","2/61 Black St",2,"u",8e+05,"VB","hockingstuart","16/04/2016",11.2,3186,2,1,1,131,146.861538586252,1970,"Bayside",-37.9164,145.0002
"1851","Brighton","4/2 Brandon Cl",2,"u",1076960.67115367,"SP","Buxton","16/04/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1853","Brighton","48 Montclair Av",2,"h",1036000,"S","Buxton","16/04/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1855","Brighton","45 Black St",3,"h",1500000,"S","Nick","16/07/2016",11.2,3186,3,2,1,442,146.861538586252,1970,"Bayside",-37.9158,144.9984
"1856","Brighton","1/12 Burrows St",2,"u",905500,"S","Buxton","16/07/2016",11.2,3186,2,1,1,122,146.861538586252,1970,"Bayside",-37.9188,144.9942
"1857","Brighton","9 Anne Cr",3,"h",1811000,"S","Gary","17/09/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1859","Brighton","194a Church St",3,"t",1076960.67115367,"SN","Buxton","17/09/2016",11.2,3186,3,2,2,347,219,1920,"Bayside",-37.9191,145
"1861","Brighton","679 Hampton St",3,"h",1385000,"S","Buxton","17/09/2016",11.2,3186,3,1,2,426,120,1935,"Bayside",-37.9254,145.0045
"1862","Brighton","160 New St",2,"h",1601000,"S","RT","17/09/2016",11.2,3186,2,1,1,380,146.861538586252,1958,"Bayside",-37.9166,144.9926
"1864","Brighton","8 Southey St",3,"t",1762000,"S","Buxton","17/09/2016",11.2,3186,3,2,2,483,146.861538586252,1970,"Bayside",-37.9075,145.0064
"1866","Brighton","4/14 Brickwood St",2,"u",858000,"S","Marshall","18/03/2017",11.2,3186,2,1,1,107,75,1950,"Bayside",-37.8958,144.9982
"1867","Brighton","2/72 Dendy St",3,"t",1427000,"S","Marshall","18/03/2017",11.2,3186,3,2,1,313,146.861538586252,1970,"Bayside",-37.9206,145
"1869","Brighton","36 Martin St",4,"h",1076960.67115367,"S","Buxton","18/03/2017",11.2,3186,4,3,2,732,146.861538586252,1970,"Bayside",-37.896,144.9915
"1874","Brighton","2/109 Dendy St",3,"h",1076960.67115367,"SP","Nick","18/06/2016",11.2,3186,3,2,2,309,146.861538586252,1970,"Bayside",-37.9202,145.0045
"1875","Brighton","1 Hanby St",3,"h",2100000,"VB","Buxton","18/06/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.9251,145.0006
"1878","Brighton","2 Bridge St",3,"h",1750000,"VB","Buxton","19/11/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1879","RE",";",3,NA,1076960.67115367,"S",NA,NA,8.6216354943046,NA,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1880","RE",NA,3,NA,1076960.67115367,"S",NA,NA,8.6216354943046,NA,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1881","Brighton","33 Burrows St",3,"h",1410000,"S","Buxton","19/11/2016",11.2,3186,3,1,1,375,146.861538586252,1930,"Bayside",-37.9175,144.9949
"1884","Brighton","29 Lawrence St",3,"h",1076960.67115367,"S","Marshall","19/11/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1887","Brighton","3/4 Seaview Av",2,"u",810000,"S","Marshall","19/11/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1890","Brighton","4/171 Church St",2,"u",1260000,"S","Buxton","22/05/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1891","Brighton","1/33 Cochrane St",2,"u",1110000,"S","Rodney","22/05/2016",11.2,3186,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1894","Brighton","3/61 Martin St",3,"u",880000,"S","hockingstuart","22/05/2016",11.2,3186,3,1,1,138,146.861538586252,1965,"Bayside",-37.896,144.9957
"1895","Brighton","5/22 Well St",2,"u",737000,"S","Nick","22/05/2016",11.2,3186,3,1,1,106,146.861538586252,1975,"Bayside",-37.9159,144.9936
